Measure:volume,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,Left-WM-hypointensities,Right-WM-hypointensities,non-WM-hypointensities,Left-non-WM-hypointensities,Right-non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,SegmentedTotalIntracranialVol
sub-NDARXY241DWE,3458.6,477.3,15689.7,59265.8,8342.4,4586.9,6177.7,1899.6,592.2,1677.9,20546.1,3914.7,1780.3,310479.8,611.7,3903.0,0.0,0.0,3755.2,336.8,15249.0,59405.1,7907.7,4672.8,5769.1,1793.2,4043.8,1733.2,639.2,3882.5,0.0,0.0,0.0,160.5,0.0,0.0,0.0,0.0,0.0,0.0,864.0,468.2,755.5,750.0,91.1,1551556.18496,1229915.146617,259241.134253,257869.830321,517110.964575,248244.529593,247943.529557,496188.05915,63999.007629,703247.986764,1399325.166813,1077684.12847,1555849.185472,0.949842,0.95247,7.0,8.0,15.0,1633488.501031,1565321.8
sub-NDARXY277ND0,4628.7,551.9,12303.1,63306.4,7014.6,3824.9,6109.9,1541.1,848.0,2125.5,18636.1,4091.0,1712.1,299395.7,730.3,3889.6,0.0,0.0,5027.0,620.0,12343.0,65155.6,6980.4,4117.8,6024.7,1488.6,4121.8,1869.6,691.1,4075.6,0.0,0.0,0.0,106.8,0.0,0.0,0.0,0.0,0.0,0.0,640.5,382.9,610.7,606.5,84.1,1519212.0,1211779.0,305822.114334,306997.542901,612819.657235,191263.5,193876.5,385140.0,60023.0,804132.657235,1364131.0,1056698.0,1557021.0,0.979195,1.003564,17.0,11.0,28.0,1551491.093344,1530025.5
sub-NDARXY337ZH9,4876.4,411.3,12594.6,59366.1,9143.4,4360.8,6030.0,1820.3,755.3,1767.6,20433.8,4753.9,1851.2,334979.4,730.6,4383.3,0.0,0.0,5353.4,437.7,12397.8,59022.3,8891.4,4515.8,6023.4,1753.7,4722.5,1952.6,709.3,4560.1,0.0,0.0,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,980.9,587.2,879.2,777.9,85.2,1555848.0,1211893.0,260953.583311,261739.469932,522693.053243,238811.0,238465.0,477276.0,68301.0,712253.053243,1410349.0,1066394.0,1539315.0,0.958568,0.948381,12.0,7.0,19.0,1623096.864435,1568450.2
sub-NDARXY532ZTT,3798.8,581.7,12648.3,54954.3,8175.8,4723.3,6091.9,1908.2,694.1,1349.4,20013.2,4642.5,1683.3,311523.3,695.6,4291.5,0.0,0.0,4743.4,430.8,12959.0,56040.2,8250.2,4845.7,6254.4,1872.0,4516.0,1593.3,633.6,4249.3,0.0,0.0,0.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,832.3,440.0,692.9,651.9,93.0,1640989.0,1311613.0,319859.752115,320543.208233,640402.960348,232403.0,233294.0,465697.0,66580.0,820791.960348,1502558.0,1173182.0,1706550.0,0.930559,0.967737,9.0,11.0,20.0,1763443.652642,1655202.2
sub-NDARXY745NXJ,7582.4,649.3,17955.8,66024.3,9106.2,5952.3,7787.7,2337.9,1040.9,3153.8,22902.4,5813.3,2130.3,386316.8,856.3,4991.3,0.0,0.0,7385.8,802.4,18267.4,63688.0,8954.5,6101.8,7280.3,2363.2,5733.8,2096.8,806.6,4906.6,0.0,0.0,0.0,39.2,0.0,0.0,0.0,0.0,0.0,0.0,1087.6,641.9,1120.9,899.3,76.7,1803766.677461,1421932.745739,303862.217623,303155.127015,607017.344638,287691.448557,281841.449603,569532.89816,79703.985748,819970.306559,1635808.707495,1253974.775772,1885944.662767,0.914693,0.956366,156.0,153.0,309.0,1971991.389703,1812048.8
sub-NDARXY938XY7,6418.7,522.4,14515.7,59942.0,7424.8,4217.8,6373.7,1975.2,705.2,1485.4,20576.4,4433.7,1820.8,332855.3,669.6,4314.5,0.0,0.0,3452.7,699.4,14696.2,59996.7,7135.0,4407.4,6012.9,1880.0,5071.5,2029.7,710.0,4372.6,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,797.3,408.1,684.9,508.4,100.6,1566862.0,1234856.0,284176.071511,285979.004053,570155.075564,222674.0,226087.0,448761.0,65234.0,759416.075564,1414747.0,1082741.0,1605719.0,0.967182,0.991168,51.0,33.0,84.0,1620027.798635,1578822.5
sub-NDARXZ685TU4,4134.8,551.5,15270.3,67360.7,7828.0,4590.6,5910.7,1866.8,666.6,1896.1,18374.4,4147.1,1701.2,306545.4,684.3,3961.1,0.0,0.0,3941.8,399.2,15329.4,66061.0,7701.2,4733.5,5791.9,1809.0,4242.3,1724.6,672.6,3868.2,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,481.6,511.8,431.3,705.6,54.1,1552470.0,1220597.0,285032.556745,284091.609371,569124.166116,211375.5,210552.5,421928.0,63460.0,769394.166116,1386247.0,1054374.0,1609589.0,0.948071,0.982953,18.0,18.0,36.0,1637503.409544,1565406.8
sub-NDARXZ702GYD,3464.5,411.8,13249.5,53230.7,6462.4,4160.8,5858.5,1819.5,710.6,2612.1,17018.5,4472.7,1619.3,329627.0,688.2,3527.1,0.0,0.0,3100.7,446.3,13894.2,52713.2,6506.6,4160.1,5941.9,1677.0,4591.1,1721.9,754.6,3456.6,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,487.1,311.5,604.5,546.7,83.8,1461117.174179,1126584.134299,274085.781893,273765.130874,547850.912767,191251.522799,193548.523073,384800.045872,59654.007111,716634.932888,1325659.158031,991126.118151,1498573.178644,0.973105,0.998051,14.0,13.0,27.0,1501499.678506,1469419.5
sub-NDARXZ741VH0,7294.9,518.4,17685.0,60497.3,8019.1,3870.0,5887.9,1857.3,940.1,1388.0,23761.7,4749.4,1732.9,348266.0,701.6,4456.9,0.0,0.0,8271.8,523.2,17307.9,60725.8,7810.5,4212.0,5761.3,1763.6,4428.7,1667.1,640.9,4654.4,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,936.3,517.9,703.0,625.4,84.7,1636831.195125,1264045.150686,268895.103554,265981.881578,534876.985132,251700.030005,253794.030255,505494.06026,65014.00775,725480.007854,1477693.176155,1104907.131715,1691770.201675,0.96001,0.992232,8.0,3.0,11.0,1705013.992893,1653823.9
sub-NDARXZ850KHQ,5097.7,347.2,11369.9,58031.7,7352.2,4290.6,5789.9,1740.3,675.8,2122.4,16250.8,3916.5,1517.0,299152.8,690.2,3321.6,0.0,0.0,4380.9,353.9,11539.0,57599.7,7096.4,4388.0,5525.7,1677.9,3825.2,1658.4,707.9,3478.6,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,864.6,429.1,704.1,799.2,76.0,1460990.0,1135953.0,279609.26785,265976.580082,545585.847932,195240.0,195874.0,391114.0,58792.0,722675.847932,1320448.0,995411.0,1450956.0,0.960007,0.953414,8.0,7.0,15.0,1521853.67227,1471863.9
sub-NDARXZ902NFM,7979.7,694.2,14450.2,61013.6,9090.6,4784.5,6541.1,2116.7,948.6,2106.0,22450.5,4532.3,2057.5,363056.4,729.6,4625.5,0.0,0.0,8557.6,366.7,14329.5,62706.2,8610.8,4886.9,6534.7,1936.0,5105.1,2004.9,691.1,4773.4,0.0,0.0,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,1060.3,542.0,680.3,597.5,127.3,1812798.0,1427078.0,324915.549407,325994.312816,650909.862223,274589.5,275397.5,549987.0,71530.0,849811.862223,1657764.0,1272044.0,1870742.0,0.935733,0.965643,10.0,8.0,18.0,1937302.418863,1827334.8
sub-NDARYA030ZG7,4993.5,330.5,11868.9,54241.1,7095.2,4201.4,6115.3,1891.1,606.5,1958.4,18743.3,4900.7,1959.6,259059.2,626.5,4127.6,0.0,0.0,6365.1,401.5,11679.8,54186.5,7154.0,4314.3,5881.8,1711.4,4680.2,1979.0,672.4,4074.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.6,509.7,659.4,484.2,981.6,1464467.0,1179452.0,285470.760496,284488.818928,569959.579424,213419.0,215307.0,428726.0,63244.0,744169.579424,1330995.0,1045980.0,1522500.0,0.929,0.965813,7.0,3.0,10.0,1576391.520196,1540450.8
sub-NDARYA192ALZ,6736.1,594.6,16042.5,58744.6,8057.4,4226.2,7009.5,1997.6,724.9,3097.7,19825.5,4442.0,1860.0,319361.0,748.6,4001.6,0.0,0.0,5415.0,578.2,16182.1,56103.8,7711.8,4389.7,6861.7,1926.9,4515.8,1912.1,686.0,4231.7,0.0,0.0,0.0,40.6,0.0,0.0,0.0,0.0,0.0,0.0,869.7,416.4,794.0,848.4,799.3,1609785.0,1271534.0,299117.929868,296074.170643,595192.100511,245171.5,246224.5,491396.0,66693.0,780437.100511,1460016.0,1121765.0,1702853.0,0.913057,0.965844,31.0,26.0,57.0,1763072.661171,1696396.5
sub-NDARYA379LKT,4212.5,497.6,12646.3,62315.9,6963.2,5103.7,5860.7,1873.6,655.4,1863.7,17759.9,4450.0,1946.0,243001.8,749.7,4008.5,0.0,0.0,4599.2,550.5,12726.9,62116.4,7278.1,5110.2,6043.4,1827.7,4481.5,2011.3,686.0,3837.4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,777.1,416.6,703.0,828.5,844.7,1436727.0,1174424.0,272948.501905,269588.367285,542536.86919,225029.0,219966.0,444995.0,63983.0,733820.86919,1284725.0,1022422.0,1558325.0,0.907991,0.984839,24.0,15.0,39.0,1582313.912487,1510706.5
sub-NDARYA503XVQ,11162.7,765.5,16755.0,60514.4,7588.7,4760.1,7214.3,1965.4,773.1,2015.4,19509.6,3965.2,1937.7,462904.6,869.6,4089.3,0.0,0.0,9748.5,521.7,16768.1,59697.9,7693.7,4794.2,7097.6,1762.1,4260.4,2093.2,909.0,4079.4,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,771.7,464.1,669.5,341.6,135.1,1585177.0,1089098.0,217219.846611,214136.215237,431356.061848,221193.0,214707.0,435900.0,67448.0,621343.061848,1430183.0,934104.0,1661664.0,0.955686,1.001799,103.0,81.0,184.0,1658680.507068,1596993.0
sub-NDARYA556KP8,8688.6,317.4,12893.2,50651.7,6479.1,3174.1,4774.2,1609.0,619.1,1419.7,19967.3,3641.5,1702.0,277865.5,612.2,3876.9,0.0,0.0,6665.5,344.0,12725.5,49334.8,6709.9,3199.1,4952.7,1634.3,4036.5,1687.4,630.4,3953.3,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,941.5,529.6,671.3,722.5,80.3,1320279.15739,1010594.120472,214951.11349,219308.965492,434260.078982,196836.023465,196905.023473,393741.046938,55084.006567,592142.097803,1193035.142221,883350.105304,1405569.167557,0.95109,1.012531,25.0,21.0,46.0,1388174.430999,1333647.0
sub-NDARYA807PVN,7867.0,629.0,16459.5,62895.9,6826.6,4270.6,6955.1,1605.3,747.4,1845.6,20322.9,4712.3,1791.1,463843.9,606.9,4536.8,0.0,0.0,7610.7,721.4,15251.3,62252.5,6762.2,4307.8,6529.4,1724.7,5128.6,1637.8,681.3,4655.3,0.0,0.0,0.0,159.9,0.0,0.0,0.0,0.0,0.0,0.0,1056.5,454.7,691.9,496.9,320.3,1583164.0,1105821.0,258573.144575,241251.950231,499825.094806,197605.0,189189.0,386794.0,64089.0,689885.094806,1426219.0,948876.0,1685360.0,0.935654,0.996052,90.0,111.0,201.0,1692039.400314,1596097.5
sub-NDARYA845EGP,4664.8,639.4,9533.8,44170.5,6195.2,3472.2,4942.0,1464.9,665.1,1718.2,15555.3,3503.8,1467.5,249857.8,692.5,3437.2,0.0,0.0,3581.1,458.6,9462.0,43671.5,6224.6,3550.3,4933.0,1351.3,3743.9,1485.3,613.5,3265.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,793.2,464.7,773.7,743.9,672.1,1230034.0,959812.0,219931.309005,220096.783755,440028.09276,183983.0,184708.0,368691.0,51798.0,582118.09276,1121375.0,851153.0,1296281.0,0.926595,0.976499,3.0,10.0,13.0,1327477.425874,1298959.6
sub-NDARYA851GL6,4104.2,421.9,12532.3,55470.9,6672.6,4168.7,5880.0,1703.1,520.1,1967.2,16893.9,3609.3,1714.0,290972.5,660.5,3436.6,0.0,0.0,4422.0,520.1,13093.0,53636.1,6317.4,4178.3,5759.0,1735.3,3466.0,1624.9,720.7,3342.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,845.7,416.2,474.4,436.4,94.6,1398988.0,1102218.0,266690.811823,267634.481016,534325.292838,186979.0,188245.0,375224.0,56614.0,702491.292838,1262623.0,965853.0,1433033.0,0.950707,0.973843,41.0,28.0,69.0,1471523.966707,1411618.4
sub-NDARYA857NDW,5715.0,438.2,14513.7,50599.5,6586.9,3572.8,5740.0,1601.0,642.6,1907.4,17873.2,3874.6,1695.8,271687.0,544.1,3934.5,0.0,0.0,5094.8,447.2,14130.4,51389.5,6431.9,3625.1,5700.4,1561.5,3989.1,1700.1,554.0,3905.8,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,734.7,475.3,726.3,520.4,83.5,1321907.157584,1037890.123726,233815.109495,231299.935422,465115.044916,192637.522964,191736.522857,384374.045821,56775.006768,627307.064251,1188986.141738,904969.107881,1371723.163522,0.960195,0.99638,15.0,4.0,19.0,1376706.652777,1334535.6
sub-NDARYA877HN5,3590.1,538.8,13341.9,66884.7,8226.8,4521.1,7792.5,2246.0,574.7,2120.6,21005.9,4222.0,1853.2,347511.5,714.5,4318.3,0.0,0.0,3806.3,542.9,13218.0,65102.5,7754.3,5007.1,7308.2,2090.4,3923.4,2002.4,773.5,4501.1,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,724.8,412.0,715.0,696.9,78.9,1620417.806831,1256739.850185,299623.379713,295735.42526,595358.804973,216868.474147,215882.474265,432750.948412,68998.991775,799206.780673,1460017.825952,1096339.869306,1660900.802005,0.949618,0.973343,17.0,21.0,38.0,1706388.594842,1635111.5
sub-NDARYA898BRE,3337.1,541.0,11052.4,52533.7,6911.4,4102.8,5778.6,1748.7,554.1,979.2,17023.2,3908.5,1481.1,313372.8,733.9,3749.6,0.0,0.0,3122.2,452.5,10892.3,52706.5,7167.8,4238.3,5764.3,1768.9,4317.1,1538.4,645.1,3679.1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,746.2,373.0,762.9,694.8,87.7,1550742.0,1218758.0,300997.439698,302909.593301,603907.033,214034.0,212836.0,426870.0,59238.0,771175.033,1421596.0,1089612.0,1597965.0,0.940424,0.969061,19.0,11.0,30.0,1648982.449402,1561839.5
sub-NDARYA952GA1,4789.2,370.3,13559.0,54550.9,7333.2,4445.7,6217.0,1923.4,567.0,1657.7,18030.5,4487.8,1661.6,291648.1,702.4,3571.5,0.0,0.0,4678.3,357.0,13435.4,53462.9,7255.7,4724.5,6197.8,1787.5,4317.0,1608.2,674.0,3690.8,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,953.8,506.5,645.7,590.8,207.5,1493684.0,1200816.0,285807.638192,292756.830895,578564.469087,209923.5,213850.5,423774.0,62556.0,752054.469087,1356516.0,1063648.0,1532732.0,0.955664,0.980647,31.0,29.0,60.0,1562979.773952,1505358.8
sub-NDARYA955CY1,6312.2,512.8,11452.8,56173.5,7186.7,4343.4,6396.5,1748.5,691.8,2102.0,18767.6,3963.4,1782.4,287672.6,721.8,4179.9,0.0,0.0,5064.3,415.3,11180.6,52925.2,6869.6,4563.8,6227.4,1743.5,4312.3,1797.6,727.3,4268.4,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,903.5,551.9,651.0,663.3,87.4,1484220.0,1177441.0,279479.857605,280276.3809,559756.238505,211042.5,210939.5,421982.0,62625.0,734227.238505,1350619.0,1043840.0,1541847.0,0.955134,0.992218,17.0,14.0,31.0,1553939.504424,1496751.5
sub-NDARYB099EL3,4124.5,434.5,15293.7,51914.3,6577.6,4199.1,5555.6,1601.7,665.1,2292.0,21657.1,3868.0,1617.2,317624.9,656.3,3924.6,0.0,0.0,3836.9,503.4,14740.9,53409.8,6341.0,4026.0,5530.8,1558.9,3962.0,1655.2,739.6,3936.3,0.0,0.0,0.0,256.5,0.0,0.0,0.0,0.0,0.0,0.0,1113.0,527.9,879.8,827.9,83.6,1416321.168839,1084293.129258,222106.007773,219740.090004,441846.097777,222636.52654,223301.52662,445938.05316,58342.006955,609624.117778,1278115.152363,946087.112782,1435548.171131,0.969794,0.982959,8.0,8.0,16.0,1460434.817339,1431876.4
sub-NDARYB392JWP,5182.3,535.3,13904.6,51258.4,7816.6,4028.6,6594.7,1892.5,744.7,1440.3,19146.4,3773.3,1571.9,290348.3,649.2,3986.6,0.0,0.0,5459.3,510.7,13915.6,50496.9,7578.9,4203.2,6462.5,1838.2,3780.8,1570.8,672.0,3946.8,0.0,0.0,0.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,867.4,518.0,713.6,402.3,123.1,1384889.0,1074272.0,234130.054164,230737.198416,464867.25258,208220.0,206724.0,414944.0,62806.0,632603.25258,1253222.0,942605.0,1408150.0,0.950252,0.966213,8.0,6.0,14.0,1457391.288599,1397738.5
sub-NDARYB483HY0,4144.1,409.4,12260.3,52945.3,5677.1,3757.1,5999.5,1579.4,487.7,1435.3,17771.1,3821.9,1564.2,237569.3,663.9,3710.6,0.0,0.0,3483.4,420.0,12459.6,52951.6,6000.3,3953.5,6037.0,1500.2,3864.2,1538.7,797.8,3645.4,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,677.9,320.4,467.7,374.1,83.8,1314833.608149,1067727.681792,276738.997306,275288.951789,552027.949095,164715.950911,163906.951152,328622.902063,55325.983512,716842.899977,1181669.647835,934563.721478,1338827.600998,0.976446,0.994265,11.0,6.0,17.0,1346549.651009,1324321.5
sub-NDARYB563VRT,4898.9,674.1,11756.3,50128.0,6995.4,4098.6,4940.3,1547.1,903.3,2173.2,17713.0,3923.4,1708.7,303503.8,559.5,4035.8,0.0,0.0,5478.4,471.8,11833.2,51228.5,6975.3,4150.7,5070.9,1527.9,4050.3,1683.9,585.1,4004.9,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,771.8,443.0,620.2,539.1,72.7,1371413.0,1056481.0,236293.049044,239376.387563,475669.436606,198015.0,200141.0,398156.0,57751.0,637470.436606,1244626.0,929694.0,1434066.0,0.944407,0.987552,2.0,2.0,4.0,1452141.591397,1381422.6
sub-NDARYC105BU2,2873.0,423.7,12440.6,53376.3,7425.8,3820.8,5852.7,1562.7,523.8,1866.0,15496.5,4168.1,1637.9,309121.7,599.6,3277.8,0.0,0.0,2965.9,588.4,11969.2,51563.6,6949.1,3913.1,5793.4,1556.3,4062.5,1792.3,603.0,3321.0,0.0,0.0,0.0,850.9,0.0,0.0,0.0,0.0,0.0,0.0,740.5,336.1,549.5,443.5,88.7,1424363.575506,1096948.673084,264975.44637,263388.920015,528364.366385,187450.944135,191579.942905,379030.88704,58353.982609,694613.316839,1293109.614623,965694.7122,1430678.573624,0.975176,0.9795,12.0,20.0,32.0,1460621.608813,1431034.0
sub-NDARYC287UFV,3409.6,438.1,10623.7,53603.2,6886.4,3221.2,5493.9,1534.8,487.1,2386.8,16763.1,3550.3,1677.0,252685.3,545.7,3442.8,0.0,0.0,4948.8,363.5,10707.3,52920.7,7127.1,3267.1,5425.1,1521.6,3567.2,1719.3,543.7,3383.2,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,671.7,347.5,373.0,353.9,76.4,1354450.0,1079934.0,273697.489641,275019.829589,548717.31923,173590.5,173699.5,347290.0,54578.0,712205.31923,1225036.0,950520.0,1357336.0,0.966748,0.968808,5.0,12.0,17.0,1401037.38256,1365242.9
sub-NDARYC466ER1,5356.8,550.9,17048.4,72324.9,9108.7,4753.9,7423.6,2194.0,800.4,3397.1,24009.1,5053.9,1864.2,347137.5,822.0,4865.9,0.0,0.0,5602.4,681.2,16309.2,69920.1,9114.7,4910.8,7309.1,2187.1,5133.4,2052.5,779.0,5103.3,0.0,0.0,0.0,50.6,0.0,0.0,0.0,0.0,0.0,0.0,985.6,596.0,746.1,712.2,131.3,1736254.689533,1376028.753947,306350.927154,305501.249801,611852.176955,256506.954133,255748.954269,512255.908401,75163.98656,832190.137555,1559002.721229,1198776.785642,1793808.679242,0.937432,0.968506,29.0,20.0,49.0,1852139.53678,1754531.0
sub-NDARYC574EA3,5799.9,563.1,16380.7,57240.8,7634.2,4328.6,6207.7,2066.5,776.0,1688.2,21659.5,4570.3,1906.9,377222.7,659.0,4324.5,0.0,0.0,4588.0,508.3,16727.3,56782.9,7486.0,4547.9,6144.5,1877.1,4999.6,1889.0,549.0,4317.2,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,964.4,570.9,739.4,749.2,87.6,1646225.196245,1253848.14947,273615.772714,274619.899358,548235.672072,244379.529132,244956.529201,489336.058333,66384.007914,732935.69409,1496098.178349,1103721.131574,1720651.205118,0.938561,0.980994,8.0,7.0,15.0,1753988.204398,1661987.0
sub-NDARYC594EHN,3803.5,363.9,13990.3,45423.6,6023.6,3735.3,5036.6,1743.5,508.9,1414.4,18744.7,3275.4,1285.0,262523.2,516.5,3639.1,0.0,0.0,3623.5,402.9,13415.2,43406.1,5934.3,3703.7,5065.1,1674.9,3108.2,1225.1,577.6,3606.8,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,805.8,456.2,560.7,499.7,66.1,1170540.0,893003.0,180644.654877,176296.109751,356940.764628,181956.5,183450.5,365407.0,52203.0,501484.764628,1052074.0,774537.0,1205847.0,0.963937,0.993013,11.0,9.0,20.0,1214332.119943,1184479.4
sub-NDARYC953CE2,4759.7,426.5,15713.7,52130.0,6669.8,4207.7,5381.5,1640.9,746.0,1799.9,18318.0,3893.1,1563.7,334669.2,610.9,3654.8,0.0,0.0,4242.0,536.0,15269.3,49529.9,6652.1,4258.7,5316.9,1570.0,3767.1,1606.7,616.9,3590.1,0.0,0.0,0.0,68.6,0.0,0.0,0.0,0.0,0.0,0.0,949.9,513.9,533.2,454.9,75.5,1380816.164606,1032216.12305,226809.537363,227574.486281,454384.023644,192966.023003,192228.022915,385194.045919,57583.006864,618044.043153,1245447.148469,896847.106912,1376421.164082,0.968002,0.964921,12.0,18.0,30.0,1426460.20629,1391587.9
sub-NDARYD195BDH,3726.8,551.9,13722.2,60454.1,7327.9,5089.6,6554.8,1908.2,623.0,1444.1,19392.8,4429.6,1695.3,378390.2,732.9,3785.4,0.0,0.0,3431.7,377.6,13472.7,59518.0,7012.0,5092.7,6458.9,1866.9,4641.8,1846.2,767.0,3913.8,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,587.2,295.8,485.9,378.4,90.5,1402593.0,998742.0,211323.014051,207595.911856,418918.925906,183130.5,182017.5,365148.0,65024.0,607353.925906,1253159.0,849308.0,1421453.0,0.9621,0.975036,22.0,21.0,43.0,1457845.942529,1414739.2
sub-NDARYD201BJ5,2916.5,435.8,13258.7,61244.0,8022.8,4328.4,6814.3,1802.7,751.9,2173.2,19051.3,4582.5,1872.4,317030.5,822.5,3984.2,0.0,0.0,3094.4,358.9,12926.8,60864.1,8344.3,4420.9,6678.8,1734.3,4880.5,1824.2,694.5,4057.3,0.0,0.0,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,796.7,382.9,671.5,629.8,72.1,1592990.189899,1258739.150053,317375.26963,320271.271569,637646.541199,200749.023931,202421.02413,403170.048062,67115.008001,830629.564204,1442118.171914,1107867.132068,1580413.1884,0.967271,0.959634,10.0,9.0,19.0,1646891.573595,1604022.8
sub-NDARYD256DZR,4204.3,747.2,14619.0,58870.0,6690.9,4098.5,5436.0,1633.9,987.0,2436.9,18305.3,3222.3,1443.0,286397.6,488.3,3674.7,0.0,0.0,8691.7,995.3,13913.9,59467.3,6426.6,4121.0,5518.1,1659.1,3443.5,1604.7,533.0,3784.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.1,408.9,644.1,789.1,83.1,1304483.0,1006481.0,234266.999391,233546.24573,467813.245121,166832.5,167250.5,334083.0,55865.0,645600.245121,1154889.0,856887.0,1324850.0,0.965093,0.980161,25.0,35.0,60.0,1351665.902393,1315459.8
sub-NDARYD265AZN,3527.2,551.5,13992.3,60771.1,7834.2,4945.5,6273.9,2051.6,677.8,2463.0,20615.3,4337.8,1864.1,324594.6,711.2,4133.1,0.0,0.0,3383.7,400.9,14588.9,61758.0,7688.3,4961.1,6047.9,1961.7,4451.8,1884.1,679.0,4184.3,0.0,0.0,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,779.1,411.5,701.6,524.5,75.0,1619966.193115,1282347.152868,304082.240683,303930.789007,608013.02969,226958.527056,227565.527128,454524.054183,66409.007917,800369.052621,1466658.174839,1129039.134592,1644878.196085,0.96679,0.981658,7.0,9.0,16.0,1675613.091565,1629738.0
sub-NDARYD546HCB,4463.1,513.5,16213.9,59032.3,7031.6,4163.4,5780.3,1867.3,807.4,1551.7,19855.2,3946.6,1428.9,333039.7,618.9,4024.5,0.0,0.0,4212.6,505.5,15804.0,59244.6,6692.3,4380.2,5745.9,1877.8,4136.6,1583.3,647.1,4260.3,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,664.7,373.8,756.9,444.2,126.2,1443658.172097,1096713.130738,233407.273184,243629.462754,477036.735937,201430.524012,206511.524618,407942.04863,60444.007205,657990.757509,1292248.154048,945303.112689,1468859.175102,0.962671,0.979476,43.0,50.0,93.0,1499637.758995,1456231.6
sub-NDARYD585PXP,3795.8,361.3,14591.9,65235.2,8197.5,4086.8,5978.6,1818.1,681.1,1071.0,21010.6,4518.5,1614.5,341212.2,568.9,4443.0,0.0,0.0,3804.6,334.0,13980.7,64496.1,7754.1,4107.5,5836.4,1710.9,4566.2,1716.7,698.6,4540.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,691.3,275.6,518.2,773.1,98.4,1558097.0,1201844.0,274150.929716,272154.423393,546305.353109,217151.0,215055.0,432206.0,63920.0,742768.353109,1397988.0,1041735.0,1591511.0,0.962508,0.983149,23.0,22.0,45.0,1618789.083937,1574820.2
